STT,Giới tính sinh học,Bản dạng giới,Hấp dẫn tình cảm,Đối tượng hấp dẫn tình dục,Xu hướng tính dục (lần 1),Bạn có muốn xác định rõ thêm cho xu hướng tình cảm ,Bạn có thể bắt đầu mối quan hệ tình cảm với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng bắt đầu một mối quan hệ tình cảm một lần không?,Bạn nghĩ bạn được hấp dẫn tình cảm bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi bắt đầu một mối quan hệ hay không?",Bạn có muốn xác định rõ thêm cho xu hướng tình dục?,Bạn có thể quan hệ tình dục với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng quan hệ tình dục một lần không?,Bạn nghĩ bạn được hấp dẫn tình dục bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi quan hệ tình dục hay không?",Xu hướng tính dục
433,Nam ,Nữ,Nhiều hơn hai giới ,Không,Chuyển giới Nữ toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nữ đa ái vô tính
434,Nam ,Nữ,Nhiều hơn hai giới ,Không,Chuyển giới Nữ toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nữ đa ái bán vô tính
435,Nam ,Nữ,Nữ,Nữ,Chuyển giới Nữ đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đồng tính
436,Nam ,Nữ,Nữ,Nam,Chuyển giới Nữ đồng ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đồng ái dị tính
437,Nam ,Nữ,Nữ,Nam và Nữ,Chuyển giới Nữ đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đồng ái song tính
438,Nam ,Nữ,Nữ,Nam và giới khác (2 giới),Chuyển giới Nữ đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đồng ái song tính
439,Nam ,Nữ,Nữ,Nữ và giới khác (2 giới),Chuyển giới Nữ đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đồng ái song tính
440,Nam ,Nữ,Nữ,Nhiều hơn hai giới ,Chuyển giới Nữ đồng ái toàn tính,Bỏ,Bỏ,Bỏ,,,có,Bỏ,Bỏ,Tất cả các giới,Có,Đồng ái toàn tính (mù giới)
441,Nam ,Nữ,Nữ,Nhiều hơn hai giới ,Chuyển giới Nữ đồng ái toàn tính,Bỏ,Bỏ,Bỏ,,,có,Bỏ,Bỏ,Tất cả các giới,Không,Đồng ái toàn tính (không mù giới)
442,Nam ,Nữ,Nữ,Nhiều hơn hai giới ,Chuyển giới Nữ đồng ái toàn tính,Bỏ,Bỏ,Bỏ,,,có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Đồng ái đa tính
443,Nam ,Nữ,Nữ,Nhiều hơn hai giới ,Chuyển giới Nữ đồng ái toàn tính,Bỏ,Bỏ,Bỏ,,,Không,Bỏ,Bỏ,Bỏ,Bỏ,Đồng ái toàn tính (không mù giới)
444,Nam ,Nữ,Nam,Nữ,Chuyển giới Nữ dị ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ dị ái đồng tính
445,Nam ,Nữ,Nam,Nam,Chuyển giới Nữ dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ dị tính
446,Nam ,Nữ,Nam,Nam và Nữ,Chuyển giới Nữ dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ dị ái song tính
447,Nam ,Nữ,Nam,Nam và giới khác (2 giới),Chuyển giới Nữ dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ dị ái song tính
448,Nam ,Nữ,Nam,Nữ và giới khác (2 giới),Chuyển giới Nữ dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ dị ái song tính
449,Nam ,Nữ,Nam,Nhiều hơn hai giới ,Chuyển giới Nữ dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Dị ái toàn tính (mù giới)
450,Nam ,Nữ,Nam,Nhiều hơn hai giới ,Chuyển giới Nữ dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Dị ái toàn tính (không mù giới)
451,Nam ,Nữ,Nam,Nhiều hơn hai giới ,Chuyển giới Nữ dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Dị ái đa tính
452,Nam ,Nữ,Nam,Nhiều hơn hai giới ,Chuyển giới Nữ dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Dị ái toàn tính
453,Nam ,Nữ,Nam và Nữ,Nữ,Chuyển giới Nữ song ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song ái đồng tính
454,Nam ,Nữ,Nam và Nữ,Nam,Chuyển giới Nữ song ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song ái dị tính
455,Nam ,Nữ,Nam và Nữ,Nam và Nữ,Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
456,Nam ,Nữ,Nam và Nữ,Nam và giới khác (2 giới),Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
457,Nam ,Nữ,Nam và Nữ,Nữ và giới khác (2 giới),Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
458,Nam ,Nữ,Nam và Nữ,Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Chuyển giới Nữ song ái toàn tính (mù giới)
459,Nam ,Nữ,Nam và Nữ,Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Chuyển giới Nữ song ái toàn tính (không mù giới)
460,Nam ,Nữ,Nam và Nữ,Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Song ái đồng tính (mù giới)
461,Nam ,Nữ,Nam và Nữ,Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Song ái toàn tính
462,Nam ,Nữ,Nam và giới khác (2 giới),Nữ,Chuyển giới Nữ song ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song ái đồng tính
463,Nam ,Nữ,Nam và giới khác (2 giới),Nam,Chuyển giới Nữ song ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song ái dị tính
464,Nam ,Nữ,Nam và giới khác (2 giới),Nam và Nữ,Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
465,,Nữ,Nam và giới khác (2 giới),Nam và giới khác (2 giới),Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
466,,Nữ,Nam và giới khác (2 giới),Nữ và giới khác (2 giới),Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
467,Nam ,Nữ,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Chuyển giới Nữ song ái toàn tính (mù giới)
468,Nam ,Nữ,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Chuyển giới Nữ song ái toàn tính (không mù giới)
469,Nam ,Nữ,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nữ song ái đồng tính (mù giới)
470,Nam ,Nữ,Nam và giới khác (2 giới),Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song ái toàn tính
471,Nam ,Nữ,Nữ và giới khác (2 giới),Nữ,Chuyển giới Nữ song ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song ái đồng tính
472,Nam ,Nữ,Nữ và giới khác (2 giới),Nam,Chuyển giới Nữ song ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song ái dị tính
473,Nam ,Nữ,Nữ và giới khác (2 giới),Nam và Nữ,Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
474,Nam ,Nữ,Nữ và giới khác (2 giới),Nam và giới khác (2 giới),Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
475,Nam ,Nữ,Nữ và giới khác (2 giới),Nữ và giới khác (2 giới),Chuyển giới Nữ song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song tính
476,Nam ,Nữ,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Chuyển giới Nữ song ái toàn tính (mù giới)
477,Nam ,Nữ,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Chuyển giới Nữ song ái toàn tính (không mù giới)
478,Nam ,Nữ,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nữ song ái đồng tính (mù giới)
479,Nam ,Nữ,Nữ và giới khác (2 giới),Nhiều hơn hai giới ,Chuyển giới Nữ song ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ song ái toàn tính
480,Nam ,Nữ,Nhiều hơn hai giới ,Nữ,Chuyển giới Nữ toàn ái đồng tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ Toàn ái (mù giới) đồng tính
481,Nam ,Nữ,Nhiều hơn hai giới ,Nữ,Chuyển giới Nữ toàn ái đồng tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (không mù giới) đồng tính
482,Nam ,Nữ,Nhiều hơn hai giới ,Nữ,Chuyển giới Nữ toàn ái đồng tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đa ái đồng tính
483,Nam ,Nữ,Nhiều hơn hai giới ,Nữ,Chuyển giới Nữ toàn ái đồng tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái đồng tính
484,Nam ,Nữ,Nhiều hơn hai giới ,Nam,Chuyển giới Nữ toàn ái dị tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (mù giới) dị tính
485,Nam ,Nữ,Nhiều hơn hai giới ,Nam,Chuyển giới Nữ toàn ái dị tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (không mù giới) dị tính
486,Nam ,Nữ,Nhiều hơn hai giới ,Nam,Chuyển giới Nữ toàn ái dị tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đa ái dị tính
487,Nam ,Nữ,Nhiều hơn hai giới ,Nam,Chuyển giới Nữ toàn ái dị tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái dị tính
488,Nam ,Nữ,Nhiều hơn hai giới ,Nam và Nữ,Chuyển giới Nữ toàn ái song tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (mù giới) song tính
489,Nam ,Nữ,Nhiều hơn hai giới ,Nam và Nữ,Chuyển giới Nữ toàn ái song tính,Có ,Bỏ,Bỏ,Tất cả các giới,Không,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (không mù giới) song tính
490,Nam ,Nữ,Nhiều hơn hai giới ,Nam và Nữ,Chuyển giới Nữ toàn ái song tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đa ái song tính
491,Nam ,Nữ,Nhiều hơn hai giới ,Nam và Nữ,Chuyển giới Nữ toàn ái song tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái song tính
492,Nam ,Nữ,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Chuyển giới Nữ toàn ái song tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (mù giới) song tính
493,Nam ,Nữ,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Chuyển giới Nữ toàn ái song tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (không mù giới) song tính
494,Nam ,Nữ,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Chuyển giới Nữ toàn ái song tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đa ái song tính
495,Nam ,Nữ,Nhiều hơn hai giới ,Nam và giới khác (2 giới),Chuyển giới Nữ toàn ái song tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái song tính
496,Nam ,Nữ,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Chuyển giới Nữ toàn ái song tính,Có ,Bỏ,Bỏ,Tất cả các giới,Có,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (mù giới) song tính
497,Nam ,Nữ,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Chuyển giới Nữ toàn ái song tính,Có ,Bỏ,Bỏ,Tất cả các giới,Không,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (không mù giới) song tính
498,Nam ,Nữ,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Chuyển giới Nữ toàn ái song tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đa ái song tính
499,Nam ,Nữ,Nhiều hơn hai giới ,Nữ và giới khác (2 giới),Chuyển giới Nữ toàn ái song tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái song tính
500,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có ,Bỏ,Bỏ,Tất cả các giới,Có,Có,Bỏ,Bỏ,Tất cả các giới,Có,Chuyển giới Nữ toàn tính (mù giới)
501,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có ,Bỏ,Bỏ,Tất cả các giới,Có,Có,Bỏ,Bỏ,Tất cả các giới,Không,Chuyển giới Nữ toàn ái (mù giới) toàn tính (không mù giới)
502,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nữ toàn ái đa tính
503,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có ,Bỏ,Bỏ,Tất cả các giới,Không,Có,Bỏ,Bỏ,Tất cả các giới,Có,Chuyển giới Nữ toàn ái  (không mù giới) toàn tính (mù giới)
504,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Bỏ,Bỏ,Tất cả các giới,Không,Chuyển giới Nữ toàn ái toàn tính (không mù giới)
505,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nữ toàn ái (không mù giới) đa tính
506,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có ,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Chuyển giới Nữ đa ái toàn tính (mù giới)
507,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có ,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Chuyển giới Nữ đa ái toàn tính (không mù giới)
508,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nữ đa tính
509,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn tính
510,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toán ái (mù giới) toàn tính
511,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ toàn ái (không mù giới) toàn tính
512,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nữ đa ái toàn tính
513,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,chuyển giới Nữ toàn ái toàn tính (không mù giới)
514,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nữ toàn ái đa tính
515,Nam ,Nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Chuyển giới Nữ toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Chuyển giới Nữ toàn ái toàn tính (mù giới)
516,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Có,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,á tính 
517,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Không,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,á tính 
518,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Bán vô tính
519,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Vô tính
520,Nữ ,Nữ,Không,Không,Vô tính,Có,Có,Không,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Vô tính
521,Nữ ,Nữ,Không,Không,Vô tính,Có,Có,Có,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Bán vô tính
522,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Có,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,á tính 
523,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Có,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Á ái bán vô tính
524,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Có,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Á ái vô tính
525,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Có,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Á ái vô tính
526,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Có,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Á ái bán vô tính
527,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Không,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,á tính 
528,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Không,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Á ái bán vô tính
529,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Không,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Á ái vô tính
530,Nữ ,Nữ,Không,Không,Vô tính,Có,Không,Không,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Á ái vô tính
531,Nữ ,Nữ,Không,Không,Vô tính,Có,Không ,Không,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Á ái bán vô tính
532,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Bán vô ái á tính
533,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Bán vô ái á tính
534,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Bán vô ái vô tính
535,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Bán vô ái vô tính
536,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Bán vô tính
537,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Vô ái á tính
538,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Vô ái á tính
539,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Vô ái bán vô tính
540,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Vô tính
541,Nữ ,Nữ,Không,Không,Vô tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Vô ái bán vô tính
542,Nữ ,Nữ,Không,Không,Vô tính,Có,Có,Không,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Vô ái á tính
543,Nữ ,Nữ,Không,Không,Vô tính,Có,Có,Không,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Vô ái á tính
544,Nữ ,Nữ,Không,Không,Vô tính,Có,Có,Không,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Vô ái bán vô tính
545,Nữ ,Nữ,Không,Không,Vô tính,Có,Có,Không,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Vô tính
546,Nữ ,Nữ,Không,Không,Vô tính,Có,Có,Không,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Vô ái bán vô tính
547,Nữ ,Nữ,Không,Không,Vô tính,Có,Có,Có,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Bán vô ái á tính
